               0,                1,                0,                0
             -92,                1,               -1,                0
            4049,              -89,               45,               -1
            2669,              -60,               44,               -1
            1565,              -36,               43,               -1
            -553,               13,              -43,                1
             829,              -20,               41,               -1
            2669,              -66,               40,               -1
            -277,                7,              -40,                1
             461,              -12,               38,               -1
            1197,              -32,               37,               -1
            1565,              -43,               36,               -1
            3498,              -98,               71,               -2
           -5614,              159,              -71,                2
            2853,              -83,               34,               -1
            2669,              -80,               33,               -1
            1197,              -37,               32,               -1
            1473,              -47,               31,               -1
            -370,               12,              -62,                2
            9756,             -319,              122,               -4
            2669,              -88,               30,               -1
            1750,              -59,               59,               -2
             645,              -22,               29,               -1
           -2209,               77,              -29,                1
           -1474,               52,              -57,                2
            -277,               10,              -28,                1
             737,              -27,               27,               -1
            4050,             -152,               53,               -2
            -738,               28,              -53,                2
           -1749,               68,              -26,                1
            1289,              -51,               25,               -1
           -1657,               67,              -25,                1
             461,              -19,               24,               -1
            2670,             -113,               47,               -2
              93,               -4,               23,               -1
           -2025,               89,              -23,                1
             645,              -29,               22,               -1
           -1197,               55,              -22,                1
            -278,               13,              -43,                2
           -2487,              117,              -64,                3
            3775,             -182,               62,               -3
            2762,             -134,               41,               -2
             829,              -41,               20,               -1
            -277,               14,              -20,                1
             461,              -24,               19,               -1
            -921,               49,              -19,                1
           -1476,               80,              -74,                4
            6814,             -371,              110,               -6
            1565,              -86,               18,               -1
            4236,             -238,               71,               -4
            1383,              -78,               53,               -3
            1566,              -89,               35,               -2
            3775,             -217,               52,               -3
            1289,              -75,               17,               -1
            -185,               11,              -17,                1
           -3039,              183,              -50,                3
           -1198,               73,              -33,                2
            1197,              -74,               16,               -1
           -1013,               64,              -16,                1
            2026,             -130,               31,               -2
            -370,               24,              -31,                2
            1289,              -85,               15,               -1
            2121,             -143,               74,               -5
            2396,             -162,               59,               -4
           -4972,              338,              -59,                4
             554,              -38,               29,               -2
           -2394,              166,              -29,                2
           -3499,              245,              -43,                3
             925,              -65,               71,               -5
           -4605,              325,              -71,                5
            -277,               20,              -14,                1
            -463,               34,              -41,                3
             -94,                7,              -27,                2
            -279,               21,              -40,                3
            -740,               56,              -53,                4
           -2305,              175,              -66,                5
            4515,             -343,               92,               -7
           -3963,              302,              -92,                7
            -553,               43,              -13,                1
            3407,             -268,               38,               -3
            1106,              -88,               25,               -2
            5617,             -452,               62,               -5
            1015,              -82,               37,               -3
           -1659,              135,              -37,                3
             461,              -38,               12,               -1
            2122,             -179,               71,               -6
            1017,              -86,               59,               -5
             648,              -55,               47,               -4
            -832,               71,              -47,                4
             370,              -32,               23,               -2
           -1750,              153,              -23,                2
            2855,             -251,               34,               -3
            -463,               41,              -34,                3
             645,              -58,               11,               -1
            -185,               17,              -11,                1
            1199,             -112,               32,               -3
           -2487,              234,              -32,                3
           -3501,              331,              -53,                5
             -94,                9,              -21,                2
             923,              -89,               31,               -3
           -1843,              179,              -31,                3
           -5896,              576,              -82,                8
             194,              -19,              102,              -10
             829,              -82,               10,               -1
            -277,               28,              -10,                1
            3500,             -358,               39,               -4
            1659,             -171,               29,               -3
           -2119,              220,              -29,                3
             554,              -58,               19,               -2
           -1474,              156,              -19,                2
            1199,             -128,               28,               -3
            -279,               30,              -28,                3
           -1476,              160,              -37,                4
             737,              -81,                9,               -1
            7093,             -797,               80,               -9
            2124,             -239,               71,               -8
            3779,             -426,               62,               -7
            1938,             -219,               53,               -6
              97,              -11,               44,               -5
            2948,             -336,               35,               -4
            1383,             -159,               26,               -3
             -95,               11,              -26,                3
              94,              -11,               17,               -2
            -186,               22,              -17,                2
           -2305,              275,              -42,                5
            2679,             -320,               92,              -11
            1294,             -155,               50,               -6
            -739,               89,              -25,                3
            2672,             -323,               33,               -4
             189,              -23,               41,               -5
           -1661,              203,              -41,                5
             461,              -57,                8,               -1
            -277,               35,               -8,                1
           -4238,              542,              -47,                6
            2580,             -332,               31,               -4
           -2396,              310,              -31,                4
             831,             -108,               23,               -3
           -1291,              169,              -23,                3
           -3041,              401,              -38,                5
           -2215,              293,              -53,                7
           -6173,              818,              -68,                9
            4241,             -569,               67,               -9
            3043,             -409,               52,               -7
            2121,             -286,               37,               -5
           -2673,              362,              -37,                5
            -928,              126,              -59,                8
             -95,               13,              -22,                3
            1752,             -241,               29,               -4
            -188,               26,              -29,                4
           -1753,              244,              -36,                5
            -558,               78,              -43,                6
           -3326,              466,             -100,               14
            4064,             -570,              114,              -16
           -1480,              208,              -57,                8
           -2493,              351,              -64,                9
           -4610,              650,              -71,               10
           -3967,              560,              -78,               11
           -6096,              861,             -170,               24
           -1393,              197,              -92,               13
            -277,               40,               -7,                1
            3594,             -525,               41,               -6
           -2858,              419,              -41,                6
            2396,             -354,               27,               -4
            4055,             -603,               47,               -7
           -1019,              152,              -47,                7
           -5990,              895,              -67,               10
            -279,               42,              -20,                3
           -3136,              474,              -53,                8
           -2305,              350,              -33,                5
             830,             -127,               13,               -2
            -278,               43,              -13,                2
            1937,             -302,               32,               -5
            -281,               44,              -32,                5
            1659,             -261,               19,               -3
           -1199,              190,              -19,                3
             188,              -30,               25,               -4
           -1016,              163,              -25,                4
            2765,             -445,               31,               -5
           -1293,              209,              -31,                5
           -1662,              270,              -37,                6
           -2222,              362,              -86,               14
            3512,             -573,               98,              -16
             461,              -76,                6,               -1
            2130,             -359,               83,              -14
            6177,            -1042,               77,              -13
            5164,             -872,               71,              -12
            4519,             -764,               65,              -11
             378,              -64,               59,              -10
            1757,             -298,               53,               -9
             100,              -17,               47,               -8
            2675,             -456,               41,               -7
             374,              -64,               35,               -6
             465,              -80,               29,               -5
           -1661,              287,              -29,                5
            1476,             -256,               23,               -4
            -648,              113,              -23,                4
            1291,             -227,               17,               -3
            -463,               82,              -17,                3
            1201,             -214,               28,               -5
           -1017,              182,              -28,                5
            4333,             -779,               50,               -9
              94,              -17,               11,               -2
            -186,               34,              -11,                2
            2675,             -492,               38,               -7
           -1019,              188,              -38,                7
            1213,             -224,               92,              -17
             746,             -138,               54,              -10
             -97,               18,              -27,                5
            1199,             -224,               16,               -3
           -1015,              191,              -16,                3
            1387,             -262,               37,               -7
            1016,             -193,               21,               -4
            3785,             -723,               68,              -13
            2677,             -512,               47,               -9
            2121,             -407,               26,               -5
           -1017,              196,              -26,                5
            1294,             -250,               31,               -6
             -98,               19,              -31,                6
            3228,             -629,               41,               -8
           -2124,              415,              -41,                8
             369,              -73,                5,               -1
            -277,               56,               -5,                1
           -3965,              812,              -44,                9
             467,              -96,               34,               -7
           -1387,              286,              -34,                7
           -4258,              879,             -126,               26
            -663,              137,              -92,               19
           -1018,              211,              -29,                6
           -2219,              461,              -53,               11
           -1753,              366,              -24,                5
             924,             -194,               19,               -4
           -1568,              331,              -19,                4
            2951,             -625,               33,               -7
             654,             -139,               47,              -10
            1199,             -256,               14,               -3
            -279,               60,              -14,                3
            3228,             -697,               37,               -8
             189,              -41,               23,               -5
           -1937,              422,              -23,                5
             467,             -102,               32,               -7
            -283,               62,              -32,                7
           -2953,              649,              -41,                9
           -3047,              671,              -50,               11
           -5165,             1139,              -59,               13
           -6179,             1364,              -68,               15
            -937,              207,              -77,               17
             -94,               21,               -9,                2
            3413,             -767,               40,               -9
             927,             -209,               31,               -7
            -283,               64,              -31,                7
              97,              -22,               22,               -5
            -281,               64,              -22,                5
            6737,            -1537,               92,              -21
           -1769,              404,              -92,               21
            -284,               65,              -35,                8
             187,              -43,               13,               -3
             -95,               22,              -13,                3
            1571,             -366,               30,               -7
            3691,             -863,               47,              -11
            1108,             -260,               17,               -4
            -924,              218,              -17,                4
           -1573,              373,              -38,                9
           -4430,             1052,              -59,               14
            -373,               89,              -21,                5
            1294,             -310,               25,               -6
           -1202,              289,              -25,                6
            2307,             -556,               29,               -7
           -2031,              491,              -29,                7
             745,             -181,               37,               -9
            -193,               47,              -37,                9
           -1114,              272,              -41,               10
              93,              -23,                4,               -1
            -277,               70,               -4,                1
            1483,             -379,               43,              -11
            3506,             -898,               39,              -10
            1573,             -404,               35,               -9
            1296,             -334,               31,               -8
           -1664,              430,              -31,                8
            2399,             -621,               27,               -7
            4896,            -1271,               77,              -20
            5914,            -1537,              100,              -26
            1202,             -313,               23,               -6
            -926,              242,              -23,                6
            1569,             -412,               19,               -5
           -1293,              341,              -19,                5
             469,             -124,               34,               -9
           -3045,              807,              -34,                9
             188,              -50,               15,               -4
            5171,            -1383,               71,              -19
           -3055,              818,              -71,               19
            3231,             -866,               41,              -11
             651,             -175,               26,               -7
           -1387,              374,              -26,                7
           -2310,              625,              -37,               10
             476,             -129,               59,              -16
            -936,              254,              -59,               16
           -1031,              280,              -70,               19
            6741,            -1831,               92,              -25
           -1773,              482,              -92,               25
             -95,               26,              -11,                3
            2679,             -736,               40,              -11
            1020,             -281,               29,               -8
           -1296,              358,              -29,                8
            -289,               80,              -47,               13
           -5814,             1611,              -65,               18
             -97,               27,              -18,                5
             651,             -182,               25,               -7
            4064,            -1140,               57,              -16
            2677,             -752,               32,               -9
           -2493,              702,              -32,                9
            -379,              107,              -39,               11
             278,              -79,                7,               -2
             -94,               27,               -7,                2
             287,              -83,               38,              -11
             469,             -136,               31,               -9
           -1297,              377,              -31,                9
             467,             -136,               24,               -7
            3423,            -1000,               65,              -19
            3324,             -972,               41,              -12
           -2864,              839,              -41,               12
           -5261,             1543,              -58,               17
          -12556,             3684,             -150,               44
             194,              -57,               34,              -10
           -1201,              354,              -17,                5
           -3233,              956,              -44,               13
           -1756,              521,              -27,                8
           -2863,              852,              -37,               11
            -842,              251,              -47,               14
           -1213,              362,              -57,               17
           -1952,              583,              -67,               20
           -5267,             1574,              -77,               23
            -279,               84,              -10,                3
            1850,             -560,               33,              -10
            1213,             -368,               56,              -17
             283,              -86,               23,               -7
           -1847,              563,              -23,                7
           -1759,              538,              -36,               11
            1108,             -340,               13,               -4
            -188,               58,              -13,                4
            1113,             -345,               29,               -9
           -1297,              403,              -29,                9
             465,             -145,               16,               -5
            -281,               88,              -16,                5
             379,             -119,               35,              -11
            -747,              235,              -35,               11
           -1765,              556,              -54,               17
            1225,             -386,               92,              -29
             748,             -236,               38,              -12
             -98,               31,              -19,                6
            1939,             -616,               22,               -7
           -1387,              442,              -22,                7
           -1027,              328,              -47,               15
            -284,               91,              -25,                8
            1573,             -505,               28,               -9
           -1389,              447,              -28,                9
            2402,             -774,               31,              -10
           -1666,              538,              -31,               10
           -2495,              808,              -34,               11
           -1300,              422,              -37,               12
            -289,               94,              -40,               13
           -2222,              724,              -43,               14
             185,              -61,                3,               -1
            3803,            -1281,               92,              -31
           -4723,             1592,              -92,               31
            1777,             -599,               86,              -29
            2144,             -723,               83,              -28
            7111,            -2399,               80,              -27
            5730,            -1934,               77,              -26
            2141,             -723,               74,              -25
            4256,            -1438,               71,              -24
            3795,            -1283,               68,              -23
            3426,            -1159,               65,              -22
            1217,             -412,               62,              -21
            1768,             -599,               59,              -20
            1215,             -412,               56,              -19
            2410,             -818,               53,              -18
            4341,            -1475,               50,              -17
            2040,             -694,               47,              -16
            2683,             -914,               44,              -15
            3602,            -1229,               41,              -14
            3417,            -1168,               38,              -13
            2496,             -855,               35,              -12
            2679,             -920,               32,              -11
            2218,             -764,               29,              -10
            -562,              194,              -29,               10
            1021,             -353,               26,               -9
            -101,               35,              -26,                9
            1664,             -578,               23,               -8
            -468,              163,              -23,                8
            1571,             -549,               20,               -7
            6191,            -2170,               77,              -27
            4088,            -1434,              114,              -40
            2313,             -812,               37,              -13
           -2221,              781,              -37,               13
             650,             -229,               17,               -6
           -1202,              425,              -17,                6
            2127,             -754,               31,              -11
            -839,              298,              -31,               11
            1201,             -428,               14,               -5
           -1017,              364,              -14,                5
           -6110,             2191,             -106,               38
           -1413,              507,              -92,               33
            2033,             -731,               25,               -9
           -1021,              368,              -25,                9
            1765,             -638,               47,              -17
             648,             -235,               11,               -4
             -96,               35,              -11,                4
           -1027,              376,              -41,               15
           -1207,              443,              -30,               11
             927,             -341,               19,               -7
           -1019,              376,              -19,                7
             746,             -276,               27,              -10
            1219,             -452,               62,              -23
           -1587,              589,              -62,               23
             476,             -177,               43,              -16
             463,             -173,                8,               -3
            -279,              105,               -8,                3
             566,             -214,               37,              -14
            2127,             -806,               29,              -11
           -1575,              598,              -29,               11
           -1031,              392,              -50,               19
            2703,            -1028,               92,              -35
           -5831,             2219,              -92,               35
            -928,              354,              -21,                8
             657,             -251,               34,              -13
            -473,              181,              -34,               13
             925,             -355,               13,               -5
           -1017,              392,              -13,                5
            2128,             -823,               31,              -12
           -2772,             1074,              -31,               12
            1571,             -610,               18,               -7
            2415,             -941,               59,              -23
             200,              -78,               41,              -16
            1113,             -435,               23,               -9
           -1021,              400,              -23,                9
            2311,             -907,               28,              -11
           -1391,              547,              -28,               11
            1947,             -768,               38,              -15
            -843,              333,              -38,               15
           -2409,              953,              -43,               17
             186,              -74,                5,               -2
            -556,              223,              -10,                4
           -1049,              422,              -92,               37
            5461,            -2197,               82,              -33
            1871,             -753,               77,              -31
            -951,              383,              -77,               31
             211,              -85,               67,              -27
            5637,            -2272,               62,              -25
           -1589,              641,              -62,               25
            3793,            -1531,               52,              -21
            3975,            -1606,               47,              -19
           -2319,              938,              -47,               19
            3051,            -1236,               37,              -15
             473,             -192,               32,              -13
           -1761,              716,              -32,               13
           -5084,             2069,              -59,               24
            -103,               42,              -27,               11
             837,             -342,               22,               -9
           -1941,              795,              -22,                9
             467,             -192,               17,               -7
           -1387,              572,              -17,                7
             104,              -43,               29,              -12
