               0,                1,                0,                0
             -90,                1,               -1,                0
            3871,              -87,               44,               -1
            1261,              -29,               43,               -1
            2251,              -53,               42,               -1
            3151,              -76,               41,               -1
            2791,              -69,               40,               -1
             631,              -16,               39,               -1
            3151,              -82,               38,               -1
            2881,              -77,               37,               -1
            1711,              -47,               36,               -1
             991,              -28,               35,               -1
            1891,              -55,               34,               -1
             901,              -27,               33,               -1
            2071,              -64,               32,               -1
             721,              -23,               31,               -1
              91,               -3,               30,               -1
           -2611,               88,              -30,                1
            1261,              -43,               29,               -1
            -631,               22,              -29,                1
             991,              -35,               28,               -1
            3512,             -127,               55,               -2
             901,              -33,               27,               -1
            -721,               27,              -27,                1
             631,              -24,               26,               -1
            3872,             -151,               51,               -2
            1441,              -57,               25,               -1
           -1261,               51,              -25,                1
             631,              -26,               24,               -1
            -451,               19,              -24,                1
             721,              -31,               23,               -1
             -91,                4,              -23,                1
            1891,              -85,               22,               -1
            -631,               29,              -22,                1
             361,              -17,               21,               -1
            3153,             -152,               62,               -3
            3422,             -166,               41,               -2
             991,              -49,               20,               -1
            -811,               41,              -20,                1
            1441,              -75,               19,               -1
            -451,               24,              -19,                1
              91,               -5,               18,               -1
           -1531,               86,              -18,                1
            3062,             -174,               35,               -2
            -992,               57,              -35,                2
             361,              -21,               17,               -1
           -1261,               75,              -17,                1
            2522,             -152,               33,               -2
            -722,               44,              -33,                2
             631,              -39,               16,               -1
           -1171,               74,              -16,                1
             452,              -29,               31,               -2
            -632,               41,              -31,                2
              91,               -6,               15,               -1
           -1261,               85,              -15,                1
             452,              -31,               29,               -2
           -1442,              100,              -29,                2
             991,              -70,               14,               -1
            1715,             -124,               69,               -5
            2344,             -170,               55,               -4
            1893,             -138,               41,               -3
            1982,             -146,               27,               -2
           -1262,               94,              -27,                2
             631,              -48,               13,               -1
            -362,               28,              -26,                2
             912,              -71,              154,              -12
            3515,             -274,               64,               -5
            3874,             -303,               51,               -4
            3153,             -248,               38,               -3
            2162,             -172,               25,               -2
           -1442,              116,              -25,                2
           -2433,              198,              -37,                3
             631,              -52,               12,               -1
            -451,               38,              -12,                1
             363,              -31,               35,               -3
             902,              -78,               23,               -2
            -812,               71,              -23,                2
            -813,               72,              -34,                3
             901,              -81,               11,               -1
            -631,               58,              -11,                1
            1713,             -160,               32,               -3
           -2253,              212,              -32,                3
            1172,             -111,               21,               -2
            -992,               95,              -21,                2
             363,              -35,               31,               -3
            -453,               44,              -31,                3
              91,               -9,               10,               -1
            -811,               82,              -10,                1
            3334,             -341,               39,               -4
            1533,             -158,               29,               -3
            -183,               19,              -29,                3
             812,              -85,               19,               -2
            -992,              105,              -19,                2
             993,             -106,               28,               -3
             -93,               10,              -28,                3
            -904,               98,              -37,                4
              91,              -10,                9,               -1
            -721,               81,               -9,                1
             544,              -62,               35,               -4
            2253,             -259,               26,               -3
            -993,              115,              -26,                3
             812,              -95,               17,               -2
           -1082,              128,              -17,                2
            1263,             -151,               25,               -3
           -1893,              228,              -25,                3
            -724,               88,              -33,                4
           -1630,              199,              -82,               10
            4692,             -574,               98,              -12
             631,              -78,                8,               -1
            -451,               57,               -8,                1
            2525,             -323,               39,               -5
             544,              -70,               31,               -4
           -2164,              280,              -31,                4
            1893,             -246,               23,               -3
            -993,              130,              -23,                3
             362,              -48,               15,               -2
            -992,              133,              -15,                2
            2885,             -389,               37,               -5
             633,              -86,               22,               -3
            -453,               62,              -22,                3
            1534,             -211,               29,               -4
             -94,               13,              -29,                4
           -2615,              364,              -36,                5
             361,              -51,                7,               -1
            -362,               52,              -14,                2
           -1003,              145,              -90,               13
            2801,             -405,               76,              -11
            1720,             -249,               69,              -10
            3159,             -458,               62,               -9
            3518,             -511,               55,               -8
            1717,             -250,               48,               -7
            3156,             -461,               41,               -6
             995,             -146,               34,               -5
            2254,             -333,               27,               -4
           -1804,              268,              -27,                4
            1713,             -256,               20,               -3
             -93,               14,              -20,                3
             635,              -96,               33,               -5
            3337,             -507,               46,               -7
             902,             -138,               13,               -2
            -362,               56,              -13,                2
             635,              -99,               32,               -5
           -1175,              184,              -32,                5
            1443,             -227,               19,               -3
            -183,               29,              -19,                3
              94,              -15,               25,               -4
           -1714,              275,              -25,                4
            1715,             -276,               31,               -5
            -365,               59,              -31,                5
           -2616,              425,              -37,                6
              91,              -15,                6,               -1
            -451,               76,               -6,                1
            1537,             -262,               41,               -7
           -1807,              309,              -41,                7
            1895,             -326,               29,               -5
           -1985,              343,              -29,                5
            1084,             -188,               23,               -4
           -1984,              346,              -23,                4
             273,              -48,               17,               -3
            -813,              144,              -17,                3
             275,              -49,               28,               -5
             -95,               17,              -28,                5
           -2887,              519,              -39,                7
             542,              -98,               11,               -2
            -722,              132,              -11,                2
            2077,             -382,               38,               -7
            1445,             -267,               27,               -5
           -1805,              335,              -27,                5
             273,              -51,               16,               -3
            -813,              153,              -16,                3
            1727,             -326,               90,              -17
            2354,             -445,               74,              -14
            1174,             -223,               21,               -4
           -1534,              293,              -21,                4
            1355,             -260,               26,               -5
            -275,               53,              -26,                5
            2526,             -488,               31,               -6
           -2166,              420,              -31,                6
            -457,               89,              -36,                7
            -998,              195,              -41,                8
              91,              -18,                5,               -1
            -361,               73,               -5,                1
             908,             -186,               39,               -8
            -998,              205,              -39,                8
             276,              -57,               29,               -6
           -1896,              393,              -29,                6
             635,             -132,               24,               -5
            -455,               95,              -24,                5
             724,             -152,               19,               -4
             109,              -23,               90,              -19
            8490,            -1793,              142,              -30
            3161,             -668,               52,              -11
            2257,             -478,               33,               -7
           -2617,              556,              -33,                7
             993,             -212,               14,               -3
             -93,               20,              -14,                3
            2978,             -643,               37,               -8
            1715,             -372,               23,               -5
           -1175,              256,              -23,                5
            1717,             -375,               32,               -7
            -817,              179,              -32,                7
             362,              -80,                9,               -2
            -452,              101,               -9,                2
            2799,             -629,               40,               -9
            2617,             -590,               31,               -7
            -367,               83,              -31,                7
             635,             -144,               22,               -5
             373,              -85,               57,              -13
             368,              -84,               35,               -8
            1721,             -394,               48,              -11
            1083,             -249,               13,               -3
            -993,              230,              -13,                3
            1717,             -400,               30,               -7
            -997,              233,              -30,                7
             814,             -191,               17,               -4
           -1174,              277,              -17,                4
             905,             -215,               21,               -5
            -725,              173,              -21,                5
              96,              -23,               25,               -6
            -366,               88,              -25,                6
            2527,             -609,               29,               -7
            -637,              154,              -29,                7
           -2348,              570,              -33,                8
           -2439,              594,              -37,                9
           -1630,              398,              -41,               10
             271,              -67,                4,               -1
             -91,               23,               -4,                1
           -1104,              282,              -94,               24
           -1013,              259,              -90,               23
            2530,             -648,               39,              -10
             549,             -141,               35,               -9
             908,             -234,               31,               -8
           -2078,              537,              -31,                8
             367,              -95,               27,               -7
           -1267,              329,              -27,                7
              96,              -25,               23,               -6
           -1806,              472,              -23,                6
             815,             -214,               19,               -5
            -455,              120,              -19,                5
            2799,             -740,               34,               -9
           -2079,              551,              -34,                9
              94,              -25,               15,               -4
           -1264,              338,              -15,                4
             997,             -268,               26,               -7
           -1717,              463,              -26,                7
           -3160,              855,              -37,               10
             633,             -172,               11,               -3
            -453,              124,              -11,                3
              98,              -27,               29,               -8
           -1448,              400,              -29,                8
             635,             -176,               18,               -5
            -995,              277,              -18,                5
            1717,             -480,               25,               -7
           -1897,              532,              -25,                7
            2079,             -584,               32,               -9
           -1179,              332,              -32,                9
           -2621,              740,              -39,               11
             542,             -154,                7,               -2
            -362,              104,               -7,                2
            2801,             -810,               38,              -11
             369,             -107,               31,               -9
           -1899,              552,              -31,                9
            1717,             -500,               24,               -7
           -1537,              449,              -24,                7
             995,             -292,               17,               -5
             -95,               28,              -17,                5
              98,              -29,               27,               -8
            -728,              216,              -27,                8
           -2621,              780,              -37,               11
             813,             -243,               10,               -3
             -93,               28,              -10,                3
             370,             -112,               33,              -10
           -2080,              631,              -33,               10
            1267,             -385,               23,               -7
            -187,               57,              -23,                7
            -461,              141,              -36,               11
             994,             -305,               13,               -4
             -94,               29,              -13,                4
            2439,             -756,               29,               -9
           -2079,              646,              -29,                9
             635,             -198,               16,               -5
           -1175,              368,              -16,                5
             551,             -173,               35,              -11
           -2171,              683,              -35,               11
             276,              -87,               19,               -6
           -1356,              429,              -19,                6
             277,              -88,               22,               -7
            -637,              203,              -22,                7
            1718,             -549,               25,               -8
           -1448,              464,              -25,                8
            2439,             -783,               28,               -9
           -2259,              727,              -28,                9
           -2558,              824,             -118,               38
            3080,             -993,               62,              -20
           -1090,              352,              -31,               10
            -281,               91,              -34,               11
           -1722,              559,              -37,               12
           -1903,              619,              -40,               13
           -2624,              855,              -43,               14
              91,              -30,                3,               -1
            -181,               61,               -3,                1
            2714,             -926,               41,              -14
            2083,             -712,               38,              -13
            2172,             -744,               35,              -12
            1721,             -591,               32,              -11
           -2261,              778,              -32,               11
           -5082,             1750,             -122,               42
             560,             -193,               58,              -20
            -730,              252,              -29,               10
            2259,             -781,               26,               -9
           -1359,              471,              -26,                9
            1808,             -628,               23,               -8
           -1358,              473,              -23,                8
            1717,             -600,               20,               -7
             -97,               34,              -20,                7
            1266,             -446,               17,               -6
           -1086,              384,              -17,                6
            2711,             -961,               31,              -11
           -2531,              899,              -31,               11
             275,              -98,               14,               -5
             -95,               34,              -14,                5
            1449,             -521,               25,               -9
            -369,              133,              -25,                9
           -2623,              948,              -36,               13
             364,             -132,               11,               -4
            -724,              264,              -11,                4
             101,              -37,               30,              -11
           -2621,              962,              -30,               11
             367,             -135,               19,               -7
            -187,               69,              -19,                7
             100,              -37,               27,              -10
           -1540,              571,              -27,               10
           -2803,             1042,              -35,               13
             273,             -102,                8,               -3
             -93,               35,               -8,                3
            2354,             -890,               37,              -14
             731,             -277,               29,              -11
           -2531,              961,              -29,               11
