               0,                1,                0,                0
              -8,                1,               -1,                0
              17,               -5,                3,               -1
              11,               -4,                8,               -3
              36,              -14,               10,               -4
               9,               -4,                2,               -1
              -9,                5,               -2,                1
              13,               -8,                8,               -5
              20,              -13,                6,               -4
             -10,                7,               -3,                2
               1,               -1,                1,               -1
              20,              -26,                3,               -4
              19,              -26,                8,              -11
              11,              -16,                2,               -3
             -11,               17,               -2,                3
              21,              -34,                8,              -13
             -13,               22,               -3,                5
               2,               -4,                1,               -2
              23,              -53,                3,               -7
              27,              -64,                8,              -19
              13,              -32,                2,               -5
             -13,               33,               -2,                5
              29,              -76,                8,              -21
             -16,               43,               -3,                8
               3,               -9,                1,               -3
              15,              -52,                2,               -7
             -15,               53,               -2,                7
             -19,               70,               -3,               11
               4,              -16,                1,               -4
             -22,              103,               -3,               14
               5,              -25,                1,               -5
               6,              -36,                1,               -6
               7,              -49,                1,               -7
