               0,                1,                0,                0
             -71,                1,               -1,                0
            -286,                8,              -72,                2
            4688,             -133,               70,               -2
           -1208,               35,              -35,                1
             569,              -17,               33,               -1
            2913,              -89,               65,               -2
            3126,              -97,               64,               -2
            1918,              -61,               31,               -1
            -214,                7,              -31,                1
             853,              -29,               29,               -1
            -143,                5,              -29,                1
             356,              -13,               27,               -1
             854,              -32,               53,               -2
           -2842,              108,              -53,                2
            2914,             -113,               77,               -3
             998,              -39,              102,               -4
           -2203,               87,              -51,                2
           -1208,               49,              -25,                1
            -286,               12,              -48,                2
            5542,             -235,               94,               -4
            1563,              -67,               23,               -1
           -1066,               47,              -23,                1
           -1564,               70,              -45,                2
             996,              -46,               43,               -2
            -854,               40,              -43,                2
            1280,              -62,               41,               -2
            -570,               28,              -41,                2
            3695,             -187,               59,               -3
           -3269,              167,              -59,                3
            1137,              -59,               19,               -1
            -356,               19,              -19,                1
           -1635,               89,              -37,                2
            -286,               16,              -36,                2
            4976,             -281,              106,               -6
            2203,             -125,               35,               -2
             569,              -33,               17,               -1
            -285,               17,              -17,                1
            1920,             -117,               49,               -3
           -1707,              105,              -49,                3
            2062,             -131,               47,               -3
            1280,              -82,               31,               -2
           -1493,               97,              -31,                2
            2418,             -158,               61,               -4
            -927,               61,              -61,                4
            1495,             -101,               59,               -4
           -2631,              179,              -59,                4
              73,               -5,               29,               -2
            -144,               10,              -29,                2
            -642,               45,              -43,                3
            1780,             -125,               71,               -5
           -3271,              231,              -71,                5
            3767,             -273,               55,               -4
            1991,             -145,               41,               -3
           -2843,              209,              -41,                3
            -925,               69,              -27,                2
             356,              -27,               13,               -1
            -782,               61,              -13,                1
             428,              -34,               25,               -2
           -1564,              126,              -25,                2
           -1068,               87,              -37,                3
           -2063,              169,              -49,                4
            -286,               24,              -24,                2
            1288,             -109,              118,              -10
            2205,             -187,               47,               -4
             926,              -79,               35,               -3
             996,              -86,               23,               -2
            -925,               81,              -23,                2
             569,              -51,               11,               -1
            -640,               59,              -11,                1
            2987,             -281,               53,               -5
           -2632,              249,              -53,                5
             -73,                7,              -21,                2
            -216,               21,              -31,                3
            -572,               56,              -41,                4
           -1780,              175,              -51,                5
           -1574,              155,             -122,               12
           -1569,              155,              -71,                7
            3982,             -404,               59,               -6
            1425,             -145,               49,               -5
             998,             -102,               39,               -4
            1991,             -205,               29,               -3
             641,              -67,               19,               -2
            -783,               83,              -19,                2
            1708,             -184,               37,               -4
             356,              -39,                9,               -1
            -286,               32,              -18,                2
            -505,               57,              -71,                8
            1213,             -137,               53,               -6
           -2917,              331,              -53,                6
            1282,             -146,               35,               -4
            2279,             -261,               61,               -7
           -3557,              409,              -61,                7
            1354,             -157,               43,               -5
             428,              -50,               17,               -2
            -996,              118,              -17,                2
            1281,             -153,               25,               -3
           -1352,              163,              -25,                3
            2064,             -251,               41,               -5
           -1709,              209,              -41,                5
            1640,             -201,               57,               -7
            1286,             -158,               65,               -8
            -292,               36,              -65,                8
             719,              -91,               71,               -9
           -4340,              551,              -71,                9
             433,              -55,               55,               -7
            2065,             -263,               47,               -6
           -2704,              346,              -47,                6
            1921,             -247,               31,               -4
             855,             -111,               23,               -3
            -145,               19,              -23,                3
             220,              -29,               53,               -7
           -2350,              311,              -53,                7
            -499,               67,              -15,                2
           -1070,              145,              -37,                5
            1637,             -225,               29,               -4
            -643,               89,              -29,                4
            2349,             -327,               43,               -6
            -858,              120,              -43,                6
            5270,             -739,              114,              -16
            -505,               71,              -57,                8
            2069,             -291,               71,              -10
           -2992,              422,              -71,               10
            -214,               31,               -7,                1
             359,              -53,               27,               -4
            1285,             -191,               47,               -7
            -717,              107,              -47,                7
             292,              -44,               53,               -8
           -3558,              538,              -53,                8
             144,              -22,               13,               -2
           -1140,              176,              -26,                4
            1722,             -267,              116,              -18
            2918,             -453,               45,               -7
            2923,             -455,               77,              -12
            3134,             -489,               64,              -10
            1139,             -179,               19,               -3
            -145,               23,              -19,                3
            1637,             -261,               25,               -4
             715,             -115,               31,               -5
           -1354,              219,              -31,                5
            -929,              151,              -37,                6
           -2066,              337,              -43,                7
           -1712,              280,              -49,                8
             507,              -83,               61,              -10
           -1998,              328,              -61,               10
             154,              -26,               71,              -12
            2578,             -436,              130,              -22
            1288,             -218,               59,              -10
            2778,             -471,               53,               -9
             718,             -122,               47,               -8
            2776,             -473,               41,               -7
